340.0 0.0 0.000 386.0 0.0 0.000 26
355.0 38.4 22.0 388.0 41.9 22.0 26
355.0 76.6 22.0 388.0 84.3 22.0 26
355.0 117.2 22.0 388.0 128.6 22.0 26
355.0 159.6 22.0 388.0 175.0 22.0 26
376.0 215.6 40.0 384.0 220.6 40.0 26
376.0 266.2 40.0 384.0 271.2 40.0 26
376.0 320.8 40.0 384.0 325.8 40.0 26
376.0 379.5 40.0 384.0 384.5 40.0 26
370.0 431.0 55.0 380.0 442.9 55.0 26
370.0 500.0 55.0 380.0 511.9 55.0 26
370.0 576.0 55.0 380.0 587.9 55.0 26
370.0 659.0 55.0 380.0 670.9 55.0 26
370.0 741.1 68.0 374.0 749.3 68.0 26
370.0 837.8 68.0 374.0 846.0 68.0 26
370.0 939.8 68.0 374.0 948.0 68.0 26
370.0 1043.2 68.0 374.0 1051.4 68.0 26
370.0 1149.1 68.0 374.0 1157.3 68.0 26
