496.0 0.0 0.000 534.0 0.0 0.000 36
506.0 39.6 22.0 536.0 42.2 22.0 36
506.0 81.7 22.0 536.0 84.3 22.0 36
506.0 125.1 22.0 536.0 127.7 22.0 36
506.0 170.1 22.0 536.0 172.7 22.0 36
506.0 216.6 22.0 536.0 219.2 22.0 36
506.0 264.5 22.0 536.0 267.1 22.0 36
528.0 310.8 44.0 536.0 315.4 44.0 36
528.0 360.9 44.0 536.0 365.6 44.0 36
528.0 414.2 44.0 536.0 418.8 44.0 36
528.0 470.8 44.0 536.0 475.4 44.0 36
528.0 530.9 44.0 536.0 535.5 44.0 36
528.0 594.4 44.0 536.0 599.0 44.0 36
524.0 651.3 57.98 534.0 663.2 57.98 36
524.0 722.4 57.98 534.0 734.3 57.98 36
524.0 798.5 57.98 534.0 810.4 57.98 36
524.0 879.9 57.98 534.0 891.8 57.98 36
524.0 965.7 57.98 534.0 977.6 57.98 36
524.0 1055.0 57.98 534.0 1066.9 57.98 36
524.0 1148.8 57.98 534.0 1160.8 57.98 36
