340.0,0.0,0.000,400.0,0.0,0.000,26
355.0,39.0,0.384,390.0,42.7,0.384,26
355.0,78.5,0.384,390.0,86.6,0.384,26
355.0,120.5,0.384,390.0,132.6,0.384,26
355.0,164.5,0.384,390.0,180.8,0.384,26
355.0,210.8,0.384,390.0,231.0,0.384,26
362.0,262.0,0.733,385.0,280.0,0.733,26
362.0,319.1,0.733,385.0,337.1,0.733,26
362.0,380.9,0.733,385.0,398.9,0.733,26
362.0,447.3,0.733,385.0,465.3,0.733,26
368.0,513.1,1.082,380.0,530.2,1.082,26
368.0,592.7,1.082,380.0,609.8,1.082,26
368.0,681.4,1.082,380.0,698.5,1.082,26
368.0,780.0,1.082,380.0,797.2,1.082,26
368.0,888.9,1.082,380.0,906.1,1.082,26
370.0,995.9,1.257,374.0,1006.9,1.257,26
370.0,1113.0,1.257,374.0,1124.0,1.257,26
370.0,1233.3,1.257,374.0,1244.3,1.257,26
370.0,1346.5,1.257,374.0,1357.5,1.257,26
370.0,1447.8,1.257,374.0,1458.8,1.257,26
370.0,1555.8,1.257,374.0,1566.8,1.257,26
370.0,1663.6,1.379,374.0,1682.4,1.379,26
370.0,1776.6,1.379,374.0,1795.4,1.379,26
370.0,1883.7,1.379,374.0,1902.5,1.379,26
370.0,1997.0,1.379,374.0,2015.8,1.379,26
370.0,2116.6,1.379,374.0,2135.4,1.379,26
