215.0,0.0,0.000,258.0,0.0,0.000,18
224.0,35.4,0.384,260.0,41.5,0.384,18
224.0,72.2,0.384,260.0,84.7,0.384,18
224.0,111.6,0.384,260.0,130.9,0.384,18
249.0,170.2,0.820,259.0,178.0,0.820,18
249.0,223.3,0.820,259.0,231.1,0.820,18
249.0,283.8,0.820,259.0,291.6,0.820,18
247.0,342.2,1.065,253.0,351.4,1.065,18
247.0,420.1,1.065,253.0,429.3,1.065,18
247.0,510.9,1.065,253.0,520.1,1.065,18
248.0,610.8,1.292,252.0,621.8,1.292,18
248.0,731.0,1.292,252.0,741.9,1.292,18
248.0,861.3,1.292,252.0,872.3,1.292,18
248.0,997.5,1.292,252.0,1008.5,1.292,18
248.0,1141.0,1.292,252.0,1152.0,1.292,18
